I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-0.059812546,0.00059485435,-0.018068552,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.046834946,0.00073099136,-0.01268959,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.03152418,0.0034611225,-0.012598038,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.009459972,-0.005906582,-0.025544643,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.013838768,0.026376724,-0.012685776,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.031857014,0.026376724,-0.012598038,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.029076815,0.026381016,-0.012596607,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.03398657,0.034328222,0.005184889,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.032420874,0.027318478,-0.001275301,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.11043382,0.029315472,-0.025613785,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.32728863,0.013006926,-0.040073156,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.5330987,0.14447927,-0.27167058,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.14529824,0.2980007,-0.22943091,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.18928766,0.3269955,-0.051662207,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.19874573,0.26942444,0.35468638,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.2181375,0.25341892,0.39033186,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.21923566,0.23401439,0.3892846,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.21067333,0.2153678,0.36296618,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.20065093,0.19977868,0.33908558,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.18969297,0.19436812,0.33134937,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.1915369,0.22014248,0.33921647,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.19367266,0.22382092,0.3499087,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.17949986,0.22753191,0.35525608,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.16634703,0.24499941,0.36007977,nan,nan,nan,nan,nan,nan,nan,nan,nan
