I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.47166502,-0.10311651,-0.53155804,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.47166502,-0.1011951,-0.53146076,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.47166502,-0.10293603,-0.52739906,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.47166502,-0.10234976,-0.52799034,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.4716487,-0.11695409,-0.5243473,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.4712186,-0.11708665,-0.5231581,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.45870137,-0.11630154,-0.51665545,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.45623732,-0.11558914,-0.5081198,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.44430816,-0.10879326,-0.50396514,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.4474492,-0.11090207,-0.4917903,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.44303334,-0.1044569,-0.48681593,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.4300722,-0.1033268,-0.47501755,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.4196204,-0.10167146,-0.46103883,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.4180627,-0.09384537,-0.45502472,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.41595697,-0.09063649,-0.45097613,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.4166447,-0.08952284,-0.44684792,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.3976723,-0.086449146,-0.44127083,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.37531388,-0.089276075,-0.42662692,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.38381517,-0.099989414,-0.4191873,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.39877582,-0.11497927,-0.4324112,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.39611363,-0.11383057,-0.4428301,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.39078796,-0.10327721,-0.4328618,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.38608086,-0.104040146,-0.42791438,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.38662887,-0.102660894,-0.42147923,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.39024913,-0.094545364,-0.41780305,nan,nan,nan,nan,nan,nan,nan,nan,nan
