I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-0.023950577,0.10589695,0.052248,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.024481058,0.107120514,0.05128169,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.032288074,0.10625434,0.051616073,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.038797617,0.09294319,0.05345595,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.040320396,0.09453058,0.054023623,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.050261736,0.10198784,0.07804823,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.04580164,0.104682684,0.08486056,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.03428054,0.10858822,0.07105601,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.028851748,0.12137461,0.07255542,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.028071165,0.13397074,0.093880296,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.021690607,0.13923764,0.11009431,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.008038282,0.14471722,0.10000229,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.007242441,0.1455996,0.080800176,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.018404722,0.15082169,0.06783283,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.023934126,0.15858912,0.06475067,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.018150568,0.14984345,0.05437851,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.012509584,0.13920045,0.046934843,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.013359785,0.133924,0.042244434,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.014268637,0.124126196,0.041960716,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.017522573,0.12967443,0.04596591,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0009601116,0.13519359,0.05050707,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0022923946,0.13875532,0.0550251,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.0063307285,0.13004541,0.06239581,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.012849569,0.13436794,0.07442796,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.010576963,0.13225174,0.08578408,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.0025045872,0.12829757,0.06724143,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.002841711,0.1289916,0.055683732,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0065476894,0.12833357,0.049961805,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0027098656,0.12175465,0.04719472,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.01362133,0.11594367,0.047465086,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.019078732,0.10773969,0.053017616,nan,nan,nan,nan,nan,nan,nan,nan,nan
