I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.005851999,0.044127002,0.009951998,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.0001480002,0.034126997,0.0059519988,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.038852,0.041126996,-0.026048003,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.069851995,0.066126995,-0.032048002,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.014852,0.057127,0.013951998,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.004148001,0.053127,0.028951999,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.016148001,0.047127,0.034952,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.017851999,0.040127,-0.006048002,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0038520005,0.047127,0.014951998,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.046148002,0.068127,0.085952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.022148,0.081126995,0.074952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.027148,0.074126996,0.072951995,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.025148,0.073127,0.070952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.024148,0.067127,0.063952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.027148,0.065127,0.064952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.021148,0.061127,0.053952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.026148,0.055127002,0.052952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.023148,0.051127,0.044951998,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.026148,0.041126996,0.038951997,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.007852001,0.073127,0.037952,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.038852,0.091127,0.023952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.009148001,0.078127,0.058951996,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.012148,0.074126996,0.058951996,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.023852,0.065127,0.012951998,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0028520003,0.061127,0.029951997,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.006148001,0.052126996,0.029951997,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0018520001,0.060126998,0.029951997,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0018520001,0.072127,0.040951997,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.005851999,0.067127,0.033951998,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.006851999,0.065127,0.030952,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.012852,0.063126996,0.020951997,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.017851999,0.071127,0.024951998,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.00085199997,0.099126995,0.069951996,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.0001480002,0.114126995,0.084952,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.009852001,0.112127,0.072951995,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.015148001,0.125127,0.111952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.016148001,0.119127,0.106952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.0021480005,0.095127,0.068952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.0071479995,0.077126995,0.055951998,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.022148,0.064127,0.056952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.036148,0.059126996,0.066952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.0011480004,0.051127,0.023952,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.031852,0.044127002,-0.015048002,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.031852,0.035127,-0.025048003,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.034851998,0.042127,-0.022048002,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.037851997,0.049126998,-0.016048003,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.026851999,0.043127,-0.0130480025,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.019852,0.038126998,-0.010048002,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.038852,0.032127,-0.035048,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.024851998,0.026127001,-0.026048003,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.024148,0.020127,0.015951999,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.028148001,0.027127,0.027951997,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.024148,0.048127003,0.042951997,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.020148,0.043127,0.033951998,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.0031480007,0.043127,0.016951999,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.011148,0.051127,0.032952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.041148,0.077126995,0.088952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.066148,0.132127,0.169952,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.033851996,0.111127,0.048952,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.211852,0.141127,-0.099048,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.457852,-0.085873,-0.57204795,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.755852,-0.764873,-1.5490481,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.888852,-1.235873,-2.1530478,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.931852,-1.235873,-2.196048,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.845852,-0.97587305,-1.8500481,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.653852,-0.769873,-1.4520481,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.518852,-0.604873,-1.152048,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.30185202,-0.364873,-0.696048,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.108852,-0.161873,-0.299048,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.0011480004,-0.011873,-0.039048,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.083148,0.081126995,0.135952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.046148002,0.107126996,0.124952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.070148,0.113127,0.154952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.102148004,0.13612701,0.210952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.077148,0.141127,0.189952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.099148005,0.132127,0.202952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.086148,0.13712701,0.194952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.085148,0.147127,0.203952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.117148004,0.177127,0.266952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.136148,0.193127,0.299952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.149148,0.219127,0.339952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.124148004,0.295127,0.391952,nan,nan,nan,nan,nan,nan,nan,nan,nan
