I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-0.105188,-0.530165,-0.32483998,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.12018799,-0.51516503,-0.29483998,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.117188,-0.494165,-0.27683997,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.108187996,-0.475165,-0.26683998,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.107187994,-0.464165,-0.25684,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.10318799,-0.454165,-0.25083998,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.100187995,-0.44416502,-0.24484,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.096187994,-0.434165,-0.23784,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.093187995,-0.424165,-0.23183998,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.08818799,-0.41416502,-0.22583997,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.085187994,-0.40416503,-0.21983999,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.084188,-0.397165,-0.21283999,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.08118799,-0.387165,-0.20583999,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.071187995,-0.371165,-0.19983998,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.060187995,-0.34716502,-0.18684,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.047188,-0.31716502,-0.17084,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.024187999,-0.290165,-0.16483998,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.0041879974,-0.264165,-0.15884,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.016812002,-0.236165,-0.15384,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.037812002,-0.210165,-0.14883998,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.038812004,-0.205165,-0.14383999,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.033812,-0.210165,-0.14383999,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.027812002,-0.216165,-0.14383999,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.012812002,-0.231165,-0.14383999,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.011187999,-0.255165,-0.14383999,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.021187996,-0.267165,-0.14583999,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.022187999,-0.271165,-0.14984,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.028188,-0.276165,-0.14784,nan,nan,nan,nan,nan,nan,nan,nan,nan
