I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-0.043108,-0.026343,0.018636,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.036108,-0.014342999,0.023636,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.021108,0.013657,0.036636,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.011108,0.040657,0.053636,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.0031079997,0.073657,0.078636006,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.012892,0.108656995,0.097636,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.037892,0.140657,0.104636006,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.051892,0.167657,0.117636,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.062892,0.184657,0.123636,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.070892,0.183657,0.114636004,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.056892,0.166657,0.111636005,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.055892,0.14765699,0.093636006,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.064892,0.118657,0.055636,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.048892,0.078657,0.030636001,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.018892001,0.027657,0.010636,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.0011079998,-0.009343,-0.0063639996,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.0041079996,-0.029343,-0.024364,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.017107999,-0.052343003,-0.033364,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.029107999,-0.058343,-0.027363999,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.029107999,-0.054343,-0.023364,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.032108,-0.052343003,-0.018364,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.032108,-0.048343003,-0.014363999,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.035108,-0.046343,-0.009364,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.035108,-0.043343,-0.0063639996,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.033108,-0.041343004,-0.0063639996,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.033108,-0.041343004,-0.0063639996,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.029107999,-0.037343003,-0.0063639996,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.028107999,-0.036343,-0.0063639996,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.024108,-0.035343,-0.010364,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.013107999,-0.032343,-0.017363999,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.0041079996,-0.029343,-0.023364,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.005108,-0.038342997,-0.031364,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.018108,-0.054343,-0.034364,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.025108,-0.058343,-0.032364,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.030108001,-0.060343005,-0.028364,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.037108,-0.065343,-0.026363999,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.041108,-0.066343,-0.023364,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.044108,-0.066343,-0.020364,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.033108,-0.066343,-0.031364,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.026108,-0.065343,-0.037364002,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.043108,-0.080343,-0.035364002,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.049108,-0.088343,-0.036364,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.047108,-0.085343,-0.036364,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.049108,-0.087343,-0.036364,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.053108,-0.086343005,-0.031364,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.060108,-0.086343005,-0.024364,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.058108,-0.081343,-0.021364,nan,nan,nan,nan,nan,nan,nan,nan,nan
