I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.066156,-0.14687501,-0.207832,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.092156,-0.17887501,-0.265832,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.134156,-0.231875,-0.35983202,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.260156,-0.322875,-0.578832,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.402156,-0.805875,-1.201832,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.52315605,-1.236875,-1.754832,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.54215604,-1.197875,-1.735832,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.424156,-0.99987507,-1.4188321,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.34515598,-0.735875,-1.075832,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.229156,-0.458875,-0.682832,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.024155999,-0.17587501,-0.19483198,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.075844005,0.021125,0.10316801,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.097844005,0.038125,0.14116801,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.085844,0.070125,0.160168,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.080844,0.083125,0.17016801,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.098844,0.070125,0.174168,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.107844,0.070125,0.18416801,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.114844,0.066125,0.18616802,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.130844,0.057125002,0.19316801,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.111844,0.077125,0.19416802,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.097844005,0.102125004,0.20616801,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.104844004,0.117125,0.22716801,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.081844,0.156125,0.24316801,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.103844,0.16912499,0.278168,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.069844,0.258125,0.333168,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.068844005,0.319125,0.393168,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.102844,0.367125,0.475168,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.073844,0.475125,0.55416805,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.062844,0.54812497,0.61516804,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.031843998,0.61312497,0.65116805,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.011844,0.626125,0.64316803,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.012156,0.59112495,0.584168,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.038156003,0.527125,0.49416798,nan,nan,nan,nan,nan,nan,nan,nan,nan
