I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.062612,0.645566,0.659048,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.17461199,0.52656597,0.427048,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.511612,0.074566,-0.362952,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.486612,-0.351434,-0.76295197,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.342612,-0.540434,-0.807952,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.085612,-0.51443404,-0.524952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.206388,-0.431434,-0.150952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.236388,-0.404434,-0.092952006,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.233388,-0.395434,-0.086952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.270388,-0.418434,-0.073952004,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.275388,-0.417434,-0.066952005,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.26938802,-0.402434,-0.057951998,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.26238802,-0.400434,-0.062952004,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.25738803,-0.389434,-0.055952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.247388,-0.378434,-0.055952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.259388,-0.389434,-0.054952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.24238801,-0.385434,-0.067952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.222388,-0.369434,-0.071952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.22838801,-0.372434,-0.069952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.226388,-0.368434,-0.066952005,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.224388,-0.364434,-0.06395201,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.224388,-0.365434,-0.065952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.21238801,-0.357434,-0.068952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.224388,-0.374434,-0.07495201,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.23738801,-0.389434,-0.076952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.22738802,-0.387434,-0.084952004,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.23438802,-0.403434,-0.093952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.18438801,-0.369434,-0.109952,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.185388,-0.366434,-0.105952,nan,nan,nan,nan,nan,nan,nan,nan,nan
