I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-0.04462,0.319353,0.315344,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.03662,0.295353,0.284344,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.01762,0.277353,0.246344,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.027619999,0.266353,0.24534398,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.05062,0.239353,0.241344,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.05462,0.231353,0.23834398,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.06062,0.221353,0.23334399,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.06962,0.210353,0.230344,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.07762,0.197353,0.22634399,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.09661999,0.181353,0.22934401,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.11062,0.180353,0.241344,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.11062,0.181353,0.24234399,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.10761999,0.181353,0.241344,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.10662,0.180353,0.23834398,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.10262,0.181353,0.235344,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.10761999,0.181353,0.24034399,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.11461999,0.199353,0.265344,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.08062,0.24735299,0.279344,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.05262,0.264353,0.269344,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.03462,0.269353,0.256344,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.025619999,0.250353,0.228344,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.05462,0.185353,0.191344,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.06162,0.156353,0.16934401,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.06562,0.145353,0.16234401,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.07461999,0.135353,0.16134399,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.08161999,0.131353,0.16434401,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.086619996,0.121353,0.15934402,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.10262,0.116353,0.170344,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.12462,0.112353,0.188344,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.119619995,0.118353,0.188344,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.104619995,0.115353,0.17134401,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.100619994,0.117353,0.16834399,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.119619995,0.133353,0.20334402,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.122619994,0.135353,0.209344,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.10761999,0.129353,0.188344,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.104619995,0.123353004,0.179344,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.101619996,0.123353004,0.17534399,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.090619996,0.110353,0.151344,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.09462,0.12435301,0.17134401,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.08362,0.134353,0.16934401,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.05762,0.128353,0.13634402,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.07461999,0.143353,0.16834399,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.0026199985,0.224353,0.179344,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.29538,0.467353,0.123344,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.68938,0.59535295,-0.142656,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.90338,0.541353,-0.410656,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.87538,0.436353,-0.487656,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.77937996,0.276353,-0.551656,nan,nan,nan,nan,nan,nan,nan,nan,nan
